track_id,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
77o1HdXHm1hLd7Ebe9ygd0,THAT BITCH,0.778,0.738,-2.164,0.218,0.0103,0.0,0.55,0.626,162.132
6I5lEYZblvLRtvgb0cUC8X,Credi In Te,0.148,0.32,-11.921,0.0386,0.804,0.00283,0.304,0.106,161.31
3wxYm9dG25xd0eAGAkqy7W,Wavin' Flag - Black Chiney Remix,0.597,0.913,-6.246,0.103,0.038,0.0,0.288,0.694,152.098
1T8grchCkVHRzP2McY9ARx,Little Saint Nick - 1991 Remix,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594
4yNoaxUJjnP50AXYoAZx4S,Emotional,0.335,0.865,-4.672,0.0944,0.0027,0.276,0.107,0.411,149.85
6onYIWMYHWdzwUvZDZ6c7I,Salseiro - Ao Vivo,0.65,0.903,-5.27,0.0348,0.663,0.0,0.988,0.869,94.025
1EXc4lSFTbktmqWksJLgke,The Curse of the White Demon,0.237,0.38,-14.322,0.0358,0.599,0.875,0.174,0.0464,112.65
2YQa7y1HQLCXF9IJrLAKmr,Siphon Then Slit,0.346,0.999,-4.912,0.184,0.00225,0.00983,0.306,0.0375,137.923
4QWQG77AZktvQMh302cCzf,Misantropo a senso unico,0.286,0.995,-3.143,0.178,5.44e-05,0.049,0.162,0.169,112.711
2CzSTQKg7RNomVePzk2NN9,I Can't Get Used To Being Lonely,0.496,0.193,-14.424,0.0292,0.817,0.0,0.189,0.51,109.141
6xU6i9ja5W68xPFDgh6tsa,Mega Star,0.478,0.684,-9.205,0.0371,0.285,1.72e-05,0.288,0.286,146.906
2ltE2wBl11nvJP9LvNFH6e,Body Farm,0.359,0.917,-5.394,0.063,4.58e-06,0.874,0.333,0.483,85.089
01LigwR8Dn9cPqCIGIBqwv,Pop That Middle,0.801,0.583,-6.7,0.0535,0.00921,0.00711,0.17,0.666,102.008
1AhTJuf8NnyCcXuSiEa1HP,Drop It Like It's Hot,0.888,0.622,-3.875,0.213,0.16,0.0,0.101,0.664,91.977
6OjKyUcgRXYXNMvUM2tziJ,Bad Bad,0.476,0.526,-7.985,0.051,0.0737,2.99e-06,0.189,0.122,87.307
5JRcZcfR4EwvF8krQTNLP8,The Hamster Dance,0.825,0.828,-9.284,0.0381,0.0567,0.0323,0.195,0.939,136.98
0id1qkWX2s92QjBJcQZj8r,The Sixth Station,0.304,0.0463,-25.773,0.0353,0.879,0.803,0.0923,0.0392,77.936
7FV6mYpw5uESNzvp4mtl0L,Cut Me Open,0.214,0.976,-4.772,0.0566,1.72e-05,0.0019,0.107,0.336,157.007
2Vm4Uy2fsUcyRjViraNRPH,Chikanorexika,0.683,0.911,-3.332,0.0665,0.162,0.0,0.0726,0.879,92.003
5ygDXis42ncn6kYG14lEVG,Baby Shark,0.829,0.886,-1.746,0.112,0.259,0.0,0.0559,0.777,115.056
6el8cnFNWeNhDTWeWszXBk,Star,0.795,0.694,-5.053,0.0595,0.0183,0.000186,0.115,0.327,96.046
1XEYkaVYMC6bT5LRmVn4Aq,Plegaria,0.521,0.526,-6.87,0.0349,0.552,0.00156,0.198,0.577,107.663
32FVH23yFXr8Z0sfjRw4It,Wo Noor,0.761,0.554,-8.119,0.0854,0.193,0.00844,0.0802,0.555,92.52
7oK0wrAHhSYofdxg3wD8tE,Fazendeiro de Apartamento,0.743,0.543,-7.983,0.111,0.1,0.0,0.246,0.499,77.215
7FcQRdlqMvAKmQH1SXCk1s,Ishqam,0.735,0.839,-4.263,0.0381,0.129,0.0,0.41,0.609,100.017
0HlMGZylehT6pkB3ial3xV,Ein Wunsch,0.8,0.64,-6.648,0.0387,0.415,0.0,0.119,0.56,139.927
2WOCQriCJaM9hhDZLZihRR,Frustums,0.611,0.436,-14.365,0.0313,0.469,0.965,0.232,0.204,116.989
2b0oFT5Ky5NqvwvT5ELfsj,Finding,0.424,0.0189,-26.86,0.115,0.967,0.895,0.133,0.167,111.498
65C5BEPeaVoqaSm1aidwBS,Insanity,0.23,0.994,-2.167,0.396,4.13e-05,0.000325,0.0662,0.325,198.467
3EAtzgue3pgK3SvtfbyEky,Nível de Carência,0.574,0.689,-4.824,0.0746,0.189,0.0,0.301,0.617,130.9
3UZ5r4fVgvUGEWOwnTGia8,Like a Movie feat. Haexxa,0.806,0.491,-8.013,0.0474,0.00795,0.653,0.0885,0.143,140.004
7LgxYvP8zzKSapwngbxAeU,Nós vamos invadir sua praia - Avenida,0.509,0.97,-6.732,0.0697,0.00951,0.000234,0.0459,0.665,169.121
7n6FiTKMPLDZNjvmhVuxSu,Maddest Life,0.764,0.62,-6.778,0.341,0.511,0.0,0.109,0.36,100.147
5WWRywfC3wfvoCvd0dRSlT,Sugnadha Neerala - From “Friday”,0.661,0.309,-10.558,0.0272,0.793,1.55e-06,0.106,0.34,94.915
4Im6GRj17qa7NW76OsJh1s,I Guess I Just Feel Like,0.548,0.483,-9.102,0.0268,0.515,0.0674,0.0922,0.166,159.952
7juldJ3Bp7nwj4G8mCEM1R,Martini z Lodem,0.727,0.816,-6.912,0.0369,0.000577,0.00207,0.309,0.883,126.969
0of5j8ybwjDJCSaGjN8KJn,Generous,0.831,0.542,-6.652,0.169,0.234,0.0,0.261,0.493,132.076
7j3pomrNfXTUtjjdLwlIHh,Pressurelicious,0.845,0.723,-5.18,0.263,0.0112,0.0,0.107,0.667,146.972
7255DLbds9KpfLuB78sfDi,無人之境,0.535,0.564,-7.224,0.0394,0.361,0.0,0.119,0.278,123.892
0VJEbnSvjsoTbj5MPYAgYa,Santa Cruzin',0.688,0.639,-10.068,0.0425,0.47,0.655,0.117,0.602,99.645
4tZbdTU2ALC8e6ZHkN6Gyn,Runoff,0.507,0.195,-16.514,0.0756,0.874,0.92,0.111,0.0709,136.713
1zexNfdOpmr21LpIr09IRe,Our God,0.509,0.778,-3.608,0.0295,0.00998,0.0,0.19,0.216,105.066
7nudwi49ZHlgt6AtNNgVnJ,Long Way Home (Tritonia 400),0.584,0.77,-3.514,0.0644,0.0113,3.39e-05,0.418,0.411,129.913
72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),0.715,0.605,-5.128,0.0428,0.239,1.41e-05,0.189,0.454,122.956
0dHSlVVbPb7hiGdlkMv6vB,Caminito - Remastered,0.48,0.101,-11.186,0.0516,0.949,1.24e-05,0.109,0.345,111.087
00B7SBwrjbycLMOgAmeIU8,Reach Out,0.663,0.71,-5.55,0.0599,0.00745,0.00559,0.147,0.487,120.984
3BenEWAgg15dTCiLpETlSO,God Only Knows - Mono / 1997 Remastered,0.524,0.487,-7.525,0.0299,0.253,0.0,0.0579,0.482,117.108
6JN0cjFT0zDRYxzqcKrvwf,Spoonman,0.258,0.904,-5.625,0.0386,2.2e-05,0.218,0.255,0.832,186.054
1341iPhZXVcXit72XKMMck,Djangologie,0.656,0.397,-11.936,0.0704,0.676,0.924,0.0982,0.663,114.18
6JHmOcoeEFfCNMyQ5tfZAS,Pot-Pourri: Franqueza / Tão Inocente / Tudo por Você - Ao Vivo,0.471,0.8,-6.624,0.0708,0.599,0.0,0.975,0.643,82.971
57xvrlDWfqSSdQxgg0GZoD,Medallita De La Suerte,0.56,0.447,-5.644,0.0401,0.882,7.7e-06,0.272,0.725,129.855
16S7NI4eXArXrRBirMDO09,You're Still On My Mind,0.624,0.264,-16.31,0.0354,0.839,0.000508,0.0771,0.779,112.566
0U6bQIAh6MCGo1xjbIIx2S,Instagram,0.765,0.906,-2.097,0.0965,0.125,0.0,0.423,0.95,96.071
0jS2STpgxUaUL7zaXycB0y,Mam Tę Moc - z filmu „Kraina lodu”,0.607,0.331,-11.481,0.035,0.692,0.0,0.116,0.274,137.039
5TUKBnpG0UD8Et7nPf3NnW,Sin escrúpulos,0.32,0.948,-3.909,0.117,0.000285,3.4e-05,0.0621,0.359,90.026
5ofP0ayCr1BAMVxvsmyx7x,História Para Ninar Gente Grande,0.419,0.71,-8.115,0.0654,0.101,0.0,0.0902,0.853,144.662
1GcQOCeGqCzfRcFaKn6aLt,Tear Down The Club - Original Mix,0.627,0.78,-5.429,0.0518,0.00142,0.0308,0.0989,0.297,150.007
0e7BL4OGdfXsuF8YzHF5SW,Tô na Vaquejada,0.688,0.937,-4.438,0.0464,0.507,0.00113,0.138,0.805,170.011
39EapDoz0JHCTSDXqMgy1M,Não Mais Escravos,0.244,0.684,-7.798,0.0384,0.0188,0.000585,0.239,0.135,73.085
7BRlRPXSBWWLCuPt6se1lZ,Privileged,0.235,0.969,-2.662,0.0655,1.76e-06,0.586,0.22,0.0657,115.061
66U0ASk1VHZsqIkpMjKX3B,Little Swing,0.89,0.672,-5.532,0.0621,0.707,0.000604,0.177,0.598,126.036
0RywTYPLSmDNiVOwzo0K1h,Judia de Mim (Ao Vivo),0.5,0.841,-6.456,0.163,0.805,0.0,0.641,0.911,126.034
584GnCDcDhRV6R8iZ7gzxC,No Longer Slaves (Spontaneous) - Live,0.412,0.61,-7.988,0.0379,0.177,0.000102,0.0851,0.242,148.005
2YIdkog2dUHyTg0WfswFD7,Thenale,0.623,0.346,-15.099,0.0344,0.824,0.0504,0.0564,0.148,127.992
40fFjxtsBoIdTEL71kbp39,Orbit 37,0.456,0.935,-3.03,0.0324,0.028,0.776,0.741,0.387,133.928
2drouoeVvVzz5cRfe9VK8W,Halloween,0.223,0.91,-7.097,0.08,0.0116,0.000518,0.212,0.364,171.75
5lPxART7HVUYga9D4WPJhM,Broken - Album Edit,0.382,0.907,-5.322,0.16,0.0652,7.01e-06,0.115,0.216,167.005
31tqdc6hO91Byv18aRLhNE,Suicide Letter 2,0.709,0.604,-9.048,0.405,0.623,0.0,0.547,0.584,82.999
2J0SPCNgs4Hs9oVTrzOOBW,My Little Pony,0.692,0.339,-19.111,0.959,0.831,0.0,0.697,0.575,136.475
0HHVxCfDlSWYgVcdhZypsn,ナニカガイル,0.52,0.901,-3.295,0.0641,0.035,0.0,0.163,0.886,168.899
7geIT54duCCwpJWQCPSZg7,別再想見我,0.437,0.417,-7.749,0.0285,0.724,3.58e-06,0.1,0.427,141.849
5ahT6m90wUC9gnnwvEz30d,Pressurelicious,0.845,0.723,-5.18,0.263,0.0112,0.0,0.107,0.667,146.972
2yPhGXiLZJrzqy6v7Km4WQ,Origin,0.319,0.865,-3.7,0.107,0.19,0.699,0.0823,0.164,153.962
0dwDNr5clVpBM0R6HCGnqx,Left and Right,0.881,0.592,-4.898,0.0324,0.619,1.32e-05,0.0901,0.719,101.058
51jmkr4qNh3c8LkRO7ok8N,Красной помадой,0.834,0.517,-9.095,0.0603,0.77,0.0,0.0873,0.147,131.934
446YddChoGaW3xew9cTX1d,Perpetual Dawn,0.798,0.786,-14.631,0.0545,0.0168,0.293,0.216,0.38,102.741
5Kp7q6pTH8NW4bsxuANUpe,Stitches,0.736,0.74,-6.662,0.0912,0.0174,0.0,0.0481,0.737,74.99
3Nku6gLNqnwUuq8GLkqyhW,Great Spirit,0.592,0.911,-7.975,0.0659,0.00608,0.0123,0.223,0.211,103.517
3FJAek4sGsxgDzrK9FA1b5,Dia Branco (Ao Vivo),0.369,0.359,-9.284,0.0317,0.845,0.0,0.844,0.193,102.691
0444nJqtS1f9Ol77KiJHKt,Let Me Talk to You,0.371,0.203,-14.63,0.0366,0.928,0.000351,0.325,0.264,84.841
1SdwywRhxTWnZdaUihMdeD,"La Plaga (Good Golly, Miss Molly)",0.337,0.857,-7.037,0.0662,0.188,3.22e-05,0.626,0.96,182.885
5zcNcMFtlo2ikzUyGwDt9e,The Fire Within Him Burns,0.201,0.824,-13.332,0.0776,2.43e-05,0.00159,0.0991,0.0648,179.998
2Z8oSkHTEJedqb1rsgpLih,SOS - Acoustic Covers Versions,0.351,0.109,-11.997,0.0435,0.879,0.0,0.158,0.64,76.851
2bPGTMB5sFfFYQ2YvSmup0,Deutschland,0.521,0.895,-5.242,0.0442,5.54e-05,0.349,0.0985,0.237,120.117
3AoSuIey90cH9PI8HUoHOQ,Life is Beautiful,0.474,0.895,-4.443,0.0628,0.000254,0.000177,0.088,0.399,89.998
5v5AEsqd3fGCl7V8POx1BQ,Last Christmas,0.745,0.812,-5.77,0.0254,0.0954,0.0,0.0473,0.968,112.026
0bhhXULPNfCsVhZp35HrC3,Dura,0.783,0.84,-3.416,0.051,0.174,0.0,0.412,0.838,95.002
2ZNk1ymMNXmVaIh344VQhe,Til the Sun Comes Up,0.814,0.66,-4.099,0.0339,0.257,0.0,0.144,0.967,110.048
3ehuQZkvZVeSgbshFFZKW2,Day N Night,0.709,0.871,-4.126,0.175,0.134,0.0,0.316,0.667,125.94
4GwPH7PBW6rGqi8ej3cOhi,Malena,0.317,0.327,-13.577,0.038,0.921,0.594,0.671,0.503,116.827
2Kebw90X8vgGRk2mvl9pBF,Vigilante,0.484,0.936,-9.4,0.0504,2.23e-05,0.823,0.291,0.152,106.047
3yMgTrau91ftrziL48Q3OM,メレンゲ,0.573,0.697,-3.988,0.0355,0.0127,0.0,0.102,0.647,103.982
0a8JnrGsVJstKtEzJCnGgD,"Una Mattina (from ""The Intouchables"")",0.354,0.076,-22.115,0.0545,0.982,0.839,0.149,0.0984,133.6
4PVDAebj5ADsLOBw1D9KbP,Fim de Nós 2,0.582,0.467,-7.674,0.0367,0.183,0.0,0.0931,0.486,119.842
171luCSfSTBnaIVnfTVbS6,Nasır (Live @ Zorlu PSM),0.551,0.478,-10.58,0.0378,0.526,0.0,0.288,0.523,98.056
6Bl8ELAqTF3ZGHgaGJ1UkH,Swarms of Song - Deutsche Version,0.432,0.526,-12.49,0.0612,0.0513,0.000105,0.0887,0.251,129.56
2yNKDG4FgwzQuL0JUEOunR,bad guy,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128
1dbssL6Ur80M3xFJS7Tzcu,World Of Pauline Lewis,0.621,0.787,-8.819,0.0384,0.175,0.186,0.179,0.73,142.325
6dUGQzqCA18wKzVuiGttJF,Game Over,0.846,0.573,-6.005,0.0633,0.0437,0.0,0.0856,0.553,134.144
4mYrbFGkk5u3bnDhTj0jAO,Raatein,0.653,0.401,-12.029,0.0279,0.893,0.143,0.109,0.311,129.988
4HZxK9wOmM3TF4IUttIrO2,波打ち際を走らないか?,0.446,0.862,-2.347,0.042,0.0319,0.0,0.284,0.512,151.976
2ue7OlgaRqX4Uxg0OmDbAt,Varför vill du inte ha mig?,0.702,0.829,-5.52,0.0297,0.00145,0.0,0.328,0.895,132.036
4FlCXmHd0JP7ue2tK7fVC7,Sad Girls,0.799,0.847,-7.808,0.0956,0.254,2.14e-05,0.339,0.529,115.016
00GVRTIWMjYwwHEjTLclgf,Home,0.615,0.896,-13.426,0.0542,0.014,0.888,0.148,0.36,137.675
71BwuaJ5VjGx9EJdrc9OX2,Don't Shoot Me Santa,0.588,0.847,-4.164,0.0705,0.0601,0.0,0.307,0.662,120.041
29bZ3bs505KcwIVqWFOPBS,LA CANCIÓN,0.756,0.646,-5.795,0.319,0.152,1.81e-05,0.108,0.429,176.088
4Sp0jLZN8MgPnoGDufJS7N,On My Way - Da Tweekaz Remix,0.478,0.848,-3.85,0.0431,0.0934,0.0,0.0925,0.48,149.936
7Bz5B6hEU5TS145QYTfc3k,Suavemente,0.854,0.682,-5.212,0.053,0.335,0.000926,0.0569,0.507,140.019
5zBKLL980Mcy80pgH7Lb4U,El Regreso,0.877,0.773,-3.118,0.0352,0.154,0.000414,0.0889,0.796,99.951
2KezizwgtM5kC8ZQxcBf0T,O Seu Amor por Mim - Ao Vivo,0.459,0.399,-9.954,0.0339,0.433,0.0,0.682,0.374,139.792
5RbMlPFL4gVyEHW2lEOuzG,奏(かなで),0.519,0.666,-6.163,0.0262,0.553,0.000169,0.0948,0.461,149.839
1402Qi415TaUB0XXXqpyls,"Empty Chairs at Empty Tables (From ""Les Miserables"")",0.264,0.13,-15.167,0.0437,0.891,0.0,0.105,0.0899,172.034
6iycYNyYgphDgTsKfwpqhr,You Never Let Go,0.219,0.771,-5.047,0.0544,0.115,0.0,0.113,0.272,157.76
52hZLSS0r4MczyqvoZScIt,Fogos de Artifícios,0.224,0.0651,-22.713,0.0469,0.521,0.599,0.188,0.0936,117.235
5ZfnMTxigllIu1aGgyfYWF,50 Palabras 60 Palabras o 100 - En Vivo,0.413,0.688,-8.694,0.035,0.0215,0.000201,0.973,0.269,104.566
1cAHzi5BEJv94qAKdWM51X,Jingle Bell Rock,0.87,0.572,-4.671,0.0388,0.687,0.0,0.091,0.697,122.923
5U7jIV7kh5iHKgUgslSgKB,(......小小牧羊人)(feat. 微光古樂集),0.606,0.31,-11.111,0.0289,0.936,0.000213,0.281,0.22,140.293
1L3Fy1mYwpgFyv3Pr4bAQa,Maquiagem Não Disfarça - Ao Vivo,0.584,0.827,-5.717,0.245,0.22,0.0,0.863,0.454,174.108
6xXvAzowcCQmoKdDr1oIFJ,2002 - Acoustic,0.589,0.296,-9.335,0.083,0.842,0.0,0.0736,0.611,165.799
75CDuNCwcUf4CpOCIGyikr,I Saw Mommy Kissing Santa Claus,0.582,0.705,-8.169,0.0539,0.29,1.38e-06,0.797,0.64,128.89
5vdSqprqxSFAJ4dJmJYImI,Amazing Grace (feat. Corlea) - Live,0.113,0.478,-10.158,0.0381,0.814,3.83e-06,0.661,0.178,85.166
01ZAjuOp09OWWEoNBTmJ8R,Atenti Pebeta - Remasterizado,0.623,0.45,-8.347,0.0974,0.924,0.0,0.104,0.892,129.024
4hzDCJUFDyk66oIBirPiCl,Gunehgar,0.643,0.906,-4.15,0.31,0.105,0.0,0.861,0.541,94.259
4yVAwzmVAPuBVGiPSJPRXq,Real McCoy,0.527,0.899,-8.211,0.107,0.000165,0.734,0.415,0.454,175.034
0vFaWaqU8AGed1slnaP1rn,STAR,0.457,0.841,-4.252,0.0354,0.000791,0.00113,0.399,0.613,140.134
0GzuHFG4Ql6DoyxFRnIk3F,Hawái - Remix,0.766,0.788,-3.128,0.312,0.105,5.81e-06,0.142,0.609,179.984
3Tu1j8B9SO8i8VSjd9d2kB,Disconnected,0.842,0.811,-6.476,0.109,0.00579,0.176,0.0702,0.594,125.995
4tElcYfEro42oZe7X6AbEf,Freedom - Sub Focus & Wilkinson,0.357,0.837,-4.083,0.0458,0.0213,8.63e-06,0.298,0.0395,174.096
0FrFqoPT7JB0ezIU9g2OLC,Ohms,0.112,0.978,-2.64,0.117,0.000108,0.0241,0.117,0.371,173.097
1SXRVPBqTOBlcMSbYwHfFH,Come Back as a Country Boy,0.494,0.796,-3.965,0.0324,0.0197,0.000178,0.309,0.447,76.069
7Gn4vU9RUHYV5aA1gMJSPV,Pran,0.619,0.484,-8.715,0.0572,0.116,0.000121,0.19,0.61,90.916
19CV2Mzx9j5tZBdYqbxdtQ,Zombie,0.585,0.4,-11.811,0.0347,0.832,0.875,0.116,0.197,82.025
2eztVQcSsEfOUhcSIZmLaM,Primero Fui Yo,0.772,0.571,-10.234,0.0325,0.251,0.000173,0.0326,0.96,97.427
68U5E3MAmeAzN2dLsWJYG3,I Want Tacos,0.71,0.435,-5.396,0.0557,0.31,0.0,0.0679,0.474,68.134
0Hnne5lFK5ppt6UO4BzYjc,Las Tribus,0.568,0.391,-8.827,0.0295,0.43,0.000156,0.111,0.343,97.943
3MjrueDQKVr6xDDseZwhEd,Figure It Out,0.658,0.814,-4.631,0.0558,0.229,0.00676,0.216,0.69,108.016
1UR0RbyH4bKoovDNnGd53G,Quack Kills,0.663,0.706,-6.196,0.318,0.000952,9.68e-05,0.236,0.466,98.444
3qKcnyDELdhl8wUUKh7taa,Land of the Elves,0.427,0.108,-20.024,0.0346,0.856,0.383,0.123,0.0377,119.723
4pXddXwuJsDcmHR8k3YGNT,Aliança,0.548,0.728,-5.234,0.0373,0.263,0.00788,0.101,0.831,162.058
36W9uGXk3QlW6ZyTKSMcI9,"Thaazhe Nee Tharame - From ""Thira""",0.509,0.475,-8.994,0.0382,0.506,0.00383,0.168,0.173,135.31
0tpwqQhdfJXRcUDSNRjb9O,"Mere Yaaraa (From ""Sooryavanshi"")",0.324,0.539,-8.076,0.038,0.713,3.15e-05,0.118,0.486,120.526
6hf0RpxTbOprT5nnwzkk8e,Qué Más Pues?,0.891,0.819,-3.964,0.106,0.0261,0.000354,0.173,0.768,101.968
3UPxTUgfoxubx8fC3wOJ0P,Angels of the Reef,0.117,0.11,-26.081,0.0442,0.977,0.741,0.702,0.0449,83.687
3ivmnDVeJKCJjkRMNe3Dt2,Catch Me In Your Dreams - Original Mix,0.552,0.946,-5.29,0.0927,0.000492,0.264,0.0767,0.282,162.968
2wnoCQPbacTlzLcbTs7KhX,Equilibrium - Radio Edit,0.582,0.994,-5.548,0.242,0.00017,0.895,0.335,0.0393,145.005
1s46xFwjfRUkRlPlX3PwPk,Háblame Bajito,0.791,0.646,-4.598,0.117,0.135,1.33e-05,0.16,0.256,92.026
2PmMV9rGSDac68IaRmNv5Q,Vela Aberta,0.572,0.745,-8.642,0.0444,0.0895,8.64e-06,0.147,0.855,138.329
1lCZCeNWATY0JHYgH19zyI,Dry Counties,0.533,0.841,-4.418,0.0315,0.126,0.000212,0.184,0.97,122.132
1g54Kfpkw2ZetZdRXdUmaD,Wake Up,0.653,0.298,-15.499,0.439,0.0444,0.0,0.103,0.812,90.148
2tY8OoNxbY4mR3sNRFzKBG,Wahre Liebe,0.732,0.92,-4.533,0.083,0.0668,6.11e-06,0.345,0.408,150.022
4OukDE7pBKhCV4YYeYhnjq,Fly Me to the Moon,0.629,0.38,-10.874,0.0317,0.934,0.000693,0.103,0.232,114.854
1Qd5izEmKI7jIhoNDYwcAF,Big Grief,0.508,0.888,-3.911,0.0393,9.21e-06,0.00137,0.0858,0.325,126.015
0qwMoAstkTXlWE8lQJBRzY,Kneel Before Me,0.596,0.97,-2.7,0.0691,0.00208,0.00419,0.101,0.279,150.003
6qnevstsEfllYX8BJFirS4,Not What I Had In Mind,0.735,0.392,-8.235,0.0281,0.542,0.0,0.125,0.758,119.449
3dysNqzNtD4bhiI8tMJ4Vm,Fractions,0.414,0.828,-4.893,0.0477,0.0372,3.64e-06,0.172,0.306,154.017
1HJE27oUlGohZL9aYhEtPC,Cerita Kita,0.48,0.32,-10.39,0.0312,0.726,0.000343,0.107,0.0877,143.991
3i4ssEZfLO3bgaB6hnj3tp,Baixinha - Ao Vivo,0.74,0.545,-8.204,0.0403,0.656,0.0,0.165,0.829,103.982
2Hz403eAzJ8BTGZX0PkgIP,Nur noch Schuhe an! - Masken-Version,0.503,0.951,-3.52,0.139,0.0216,0.0,0.759,0.664,146.949
48AJSd42lXpicsGqcgopof,X ÚLTIMA VEZ,0.812,0.855,-3.725,0.0554,0.0789,0.000167,0.108,0.573,90.04
6mbHaLohxTHM1HtI7XdJYl,Shri Vishnu Dhyanam,0.179,0.0538,-18.765,0.0343,0.967,1.66e-05,0.355,0.115,90.381
0q7u1QUZmKDTTa4WekSLST,Hanna från Arlöv,0.588,0.422,-12.054,0.0302,0.225,0.0,0.486,0.832,123.627
1Kl6QcGWVECHMfjqrQux5V,arms,0.463,0.755,-7.244,0.0634,0.11,4.89e-06,0.103,0.252,145.312
1COv0Vy5mrUMKrCXQI07qP,"This Is The Moment - From ""Jekyll And Hyde""",0.399,0.223,-11.461,0.0298,0.594,0.0,0.065,0.117,66.532
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
030Et3kzlh9pt6oFrUEVxE,Sentir Metalero,0.285,0.9,-4.513,0.0593,0.000389,2.28e-05,0.337,0.431,144.581
3D8dVO2xTS63toTYrmCdCF,Mania,0.535,0.717,-6.133,0.0428,0.149,0.00015,0.149,0.31,91.006
1f660M0jwz7F4qlDjTSLmO,Phulkari,0.547,0.785,-5.865,0.0675,0.204,0.0,0.0835,0.764,81.781
0fg3tcKxZiPI6n5dZa8Dy9,"Bahut Jatate Ho Pyar (From ""Aadmi Khilona Hai"")",0.593,0.61,-10.574,0.032,0.768,0.0117,0.147,0.907,133.067
33Yl7zo5qhJXgvO4VsAQTs,Canto de Oxum / Inscrição,0.424,0.056,-20.06,0.0517,0.898,0.000105,0.11,0.17,104.472
5ldFgs2c1efBxVNOUN2qlw,Candlesticks and Caravans,0.523,0.447,-10.943,0.0311,0.0036,0.000331,0.107,0.0657,118.981
7mSKkvtSs8uWuo0GYff9qR,Wilde gullie bas ?! - Galactixx Remix Edit,0.514,0.995,-3.451,0.123,0.023,0.114,0.654,0.373,155.04
6caNnZ1eRwa4VmjicpxnOf,Posse (I Need You On the Floor),0.53,0.997,-4.707,0.0946,0.0938,0.000903,0.961,0.203,139.569
4bbeXHwW95npFQuPa2D8e1,"Mathuga Mathuga (From ""Vikram Hitlist"")",0.829,0.811,-5.693,0.392,0.321,0.0,0.056,0.919,130.034
1dWnVKDsE1uRpu87RLF0G4,Red Mist - VIP,0.545,0.952,-8.133,0.125,0.00244,0.0377,0.267,0.527,178.007
2ZgzcSD8lWLOwWoNYFX219,Gogol,0.382,0.014,-27.667,0.0444,0.99,0.935,0.107,0.349,162.072
1x41485hXYMS0PNICGph1X,L.T.W.Y.H.M.,0.439,0.528,-7.117,0.0262,0.398,0.0,0.0703,0.079,139.866
2xnlCGTDKbnnVe9sf85RXy,Smoke Ya Later,0.276,0.934,-5.371,0.0716,6.41e-05,0.00219,0.297,0.307,137.128
6T1071kNui4EUABJp4Dciq,Chas! Y Aparezco A Tu Lado,0.669,0.884,-2.613,0.0402,0.00184,0.0,0.0676,0.963,128.018
1eoQsc67QBYVC4Pw84Lqk8,Vampiregirl,0.378,0.934,-3.702,0.107,0.0013,0.0149,0.322,0.602,159.829
5bEJZOd6WCB8ohLyx2wctu,puro e simples,0.362,0.4,-7.607,0.0273,0.452,6.78e-06,0.147,0.262,94.883
0GoyU0X4nwqUigVwBPSDen,Chainsaw Gutsfuck,0.249,0.828,-10.821,0.0685,3.04e-06,0.951,0.112,0.279,120.23
2rqTZrpsqlbzIz3wQ7s2Q1,Yes or No,0.879,0.655,-5.602,0.0401,0.106,0.00397,0.131,0.67,118.025
0zlaa4AmbFE7MVDijsyD9Q,Heat Above,0.338,0.847,-3.692,0.0458,0.00881,0.00105,0.147,0.232,139.061
03WUYXkJU0ZTexcRAwqOAW,Hokey Pokey [Deluxe],0.629,0.797,-4.393,0.199,0.0218,0.0,0.107,0.708,124.874
5aQe0faFOjeskrHwpleXLJ,Yellow Paper Daisy,0.428,0.442,-10.485,0.0303,0.775,0.000132,0.0818,0.687,105.829
07njv8LyAizW6MnaORtuEl,Tell Me Why (feat. Shiloh Dynasty),0.77,0.621,-7.635,0.454,0.447,0.0,0.158,0.301,126.289
36NwMJRaCy7x77xYGJiG2M,Midnight Rider,0.346,0.589,-9.922,0.036,0.21,0.00703,0.15,0.638,189.486
2vP0JcTiuYnzrBy45ACKBz,The Weakness In Me,0.717,0.554,-5.389,0.044,0.0592,0.0,0.11,0.324,128.039
2gVot4EEd2oo2cA0bYJ4wW,Frosty The Snowman,0.579,0.502,-7.57,0.0513,0.733,0.0,0.281,0.836,76.783
308mpl3G2FseXxGEjtyLIW,Abra os Olhos do Meu Coração - Ao Vivo em Curitiba,0.333,0.765,-7.748,0.0431,0.0173,0.0,0.191,0.411,111.734
6fVazKhR05IQGpyTDnyd3L,Eyes on You,0.657,0.387,-14.169,0.0782,0.508,0.0371,0.107,0.393,180.012
4DTtP6afDsZaChCjNqvz2z,Who's Afraid of the Big Bad Wolf,0.722,0.415,-11.043,0.0335,0.816,0.856,0.0762,0.799,86.115
4dAbCuNehX0eahmR3uXhpD,Dotters,0.765,0.327,-10.885,0.0648,0.98,0.942,0.115,0.56,119.989
