track_id,track_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
00Y9r5SfbDdEjJhNg7laQr,"Top Gun Anthem - From ""Top Gun"" Original Soundtrack",0.423,0.651,-8.741,0.0406,0.00799,0.618,0.31,0.14,107.011
6q7UC4HeG6alZZUG2TI7fd,Go,0.751,0.897,-3.602,0.0468,0.00957,2.72e-05,0.329,0.483,119.97
7C4sJBWxtwEVuBNQAFMRUE,Cortame Con Unas Tijeras....,0.489,0.97,-3.832,0.125,0.00837,0.0,0.163,0.42,102.508
7nYbKsvhM88mHCmFsAIQVp,Fellini,0.805,0.746,-5.211,0.185,0.238,0.0,0.215,0.717,127.922
7mzPAftljnsFmU6131Pqcd,Tripping Over Air,0.622,0.799,-4.811,0.0342,0.00185,1.08e-06,0.269,0.6,116.985
0IHiD8fR4ymWaVjkMtaQhn,Blackbeard's Ghost,0.24,0.437,-9.174,0.0293,0.158,1.91e-06,0.13,0.211,71.757
6bj0aQOkcVBuI0z7yID3mm,Dadhi Pachigala Bali Kete Katha Kahesi,0.335,0.898,-2.364,0.14,0.022,6.48e-06,0.324,0.806,164.02
1KO29IUHcexH583hBewKof,Breathe,0.504,0.173,-18.548,0.0318,0.987,0.0755,0.355,0.116,142.113
0qirbcSG0zQ2yHOup4VznY,Não dá Mais pra Segurar (Explode Coração),0.329,0.501,-9.224,0.0432,0.529,0.0,0.426,0.347,95.07
4T3SkqoVATAGpizjUyrMzE,Boiada,0.421,0.346,-9.351,0.0255,0.875,9.27e-06,0.0895,0.318,95.842
3H4VxEjsbVroJdqIYkWE3z,Shampoo,0.716,0.509,-6.926,0.0753,0.683,0.891,0.0884,0.374,170.117
3w1IGy0M8UmWfydMoD1RgE,At My Worst,0.813,0.415,-5.926,0.0349,0.777,0.0,0.131,0.667,91.921
1tnZipedfyuRJlxkW8o5za,Simply Irresistible,0.646,0.934,-6.955,0.0531,0.129,1.03e-05,0.0443,0.698,142.616
6Ob5Pv0sO42iZFUvCDlTrL,Days Like This,0.682,0.822,-8.477,0.0524,0.00346,1.68e-05,0.355,0.567,108.022
1K2fnd52EHmeDmrPfJLcyq,Breaking the Law,0.324,0.854,-5.599,0.189,0.0339,0.0,0.26,0.178,85.964
2y55JzTDe2kFDChkBZUOUS,FUXK (feat. Ski Mask the Slump God),0.767,0.71,-7.177,0.352,0.0887,3.41e-06,0.106,0.244,120.0
1c5nEHOaaOlU6em1GhIsnV,I Am The Magnificent (Original Mix) - Extended Mix,0.329,0.853,-6.488,0.046,0.000161,0.74,0.309,0.0708,103.933
5K1m4aaPCxwnm9SKlWW1vh,Shout Baby,0.474,0.881,-1.846,0.0398,0.033,0.0,0.0513,0.587,180.0
0YLSjVxSb5FT1Bo8Tnxr8j,Baaraat,0.678,0.449,-9.379,0.0869,0.477,0.0,0.536,0.606,100.033
0tUF5lz1WjAZPZ8crFB6kV,MAJESTIC BABY,0.337,0.976,-3.365,0.165,0.00047,0.000294,0.364,0.27,192.129
1QuqHfm7NlhjUcCfDyD3yf,Psycho Kong,0.752,0.967,-13.97,0.053,2.48e-05,0.932,0.17,0.886,143.216
6kzziVNPYISZHObx1t4P5y,El Humo de Tu Boca,0.754,0.731,-4.643,0.0413,0.112,0.000239,0.157,0.552,97.03
2laJdkltxYwwCJanm7yBnn,A mais pedida,0.538,0.825,-4.021,0.0478,0.0105,1.43e-05,0.0693,0.467,125.056
4ajrGS4lfifvezTGfg74Hk,Somehow,0.628,0.724,-5.03,0.049,0.0925,0.0,0.0853,0.515,126.019
6fScgF2Y63ScU73nYju0ny,O Saathi,0.481,0.496,-7.421,0.0262,0.588,0.0,0.132,0.453,89.839
0KeeKjwx7JqeHlQjXnHpL9,SALÚ,0.706,0.868,-3.746,0.0267,0.00358,0.0,0.317,0.767,129.975
76YSWx6L6FNsuaP6GWBb8P,All For Us,0.46,0.66,-6.642,0.0652,0.0108,0.000139,0.34,0.18,141.722
2kwV1oVEb9mLkGbFaQX4zU,La Prendo,0.917,0.776,-2.248,0.154,0.0464,5.54e-05,0.08,0.656,114.941
45PEs9rgK7Q4gcxwOsPM4o,This Could Be Us,0.526,0.896,-3.598,0.0455,0.000459,0.00102,0.119,0.424,150.075
4S0UUI7C5TRoktM4gnkh06,ON GOD,0.64,0.542,-10.288,0.508,0.603,0.0,0.137,0.578,123.222
3JXi13LlcYzagKRNokd3Zt,Aathadi Aathadi,0.753,0.449,-7.631,0.0288,0.347,0.0,0.219,0.557,134.891
7bvGIJWvOwCc1VOr9Lkwn7,Floor To Crawl,0.64,0.499,-8.219,0.0287,0.725,4.34e-05,0.0892,0.655,126.888
42lpuSQmnLUM1ZXJVzIVOi,KESI,0.889,0.756,-4.23,0.056,0.132,0.0,0.0996,0.918,122.905
6EeYBu8RautSHkqJeWgKff,No Woman No Cry,0.6,0.185,-16.663,0.0281,0.567,0.928,0.1,0.344,155.912
62ke5zFUJN6RvtXZgVH0F8,Only Love Can Hurt Like This,0.566,0.885,-4.528,0.0818,0.0958,9.97e-05,0.334,0.304,90.99
3oSood6sgulWxhrkTJvXbH,Endless Love Mashup 2022 Lofi (Slowed & Reverb),0.29,0.388,-12.525,0.0468,0.635,0.0421,0.136,0.132,81.936
2HgpSCBlaSwOWeN3n2VsZ2,Reason to Believe,0.339,0.429,-9.725,0.0402,0.493,0.000171,0.123,0.432,78.763
73ucpKq91TuejrLHgzDNHK,Poison,0.579,0.738,-5.711,0.0542,0.0821,1.52e-06,0.232,0.431,124.023
3FHl1QYu76zguwjqhqcglX,"Kar Har Maidaan Fateh (From ""Sanju"")",0.557,0.821,-7.794,0.0573,0.0189,0.0,0.0863,0.184,170.022
2DxsGXCFkJvTz7Dv8lgOhd,Tumhen Ho Na Ho,0.313,0.47,-11.142,0.0376,0.847,5.86e-06,0.0663,0.718,86.684
7hKjFE33KtlOy2tPvsBXQF,Comatose,0.403,0.508,-11.019,0.0335,0.199,0.84,0.0826,0.133,114.989
6JLms20xagDkDJ1K9bUqDV,You (Prod. SUGA of BTS),0.676,0.477,-8.967,0.0545,0.0423,0.0,0.0678,0.521,135.888
1oTvT8s4iPUJZOR9uUCu7t,Roller Disco,0.861,0.752,-6.829,0.143,0.0872,0.0,0.0537,0.811,124.026
0pZbMX8nnYzqPVIVDpuTwm,Run Into The World,0.561,0.462,-5.445,0.0331,0.237,0.0,0.354,0.533,150.318
27cHwY7UTuadZD5XfoxxpI,Ten Million Voices,0.498,0.709,-3.135,0.0325,0.00815,0.0,0.127,0.439,112.628
2wEORIRuWHDESxHOPUZ4dq,Starý Kazety,0.718,0.526,-9.523,0.0597,0.735,0.0,0.12,0.697,144.065
1RFTlrpmEUyBpkaW6mfrxQ,"RATS - FROM ""GIGS"" CASE OF BOOWY",0.258,0.985,-3.376,0.157,0.0202,0.000308,0.432,0.382,176.952
2z2JKNU24UEngb4joR9p8f,Lonely This Christmas,0.409,0.153,-10.74,0.0306,0.939,2.56e-05,0.108,0.18,85.262
05tQHifEgbVLavnO3GcuxN,Niña Bonita - Remastered 2020,0.666,0.921,-5.462,0.138,0.226,0.0,0.15,0.723,120.03
11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,0.256,0.641,-10.283,0.0552,0.199,0.0329,0.0853,0.382,203.006
2tjkrsxIGGJzJAnaUHYjtQ,Call Me Mañana,0.513,0.999,-5.894,0.166,0.00217,0.105,0.697,0.156,143.039
5CovP9I0W4yqDbcdvctIJV,Let There Be Sodomy,0.211,0.991,-5.864,0.116,7.93e-06,0.352,0.328,0.217,145.038
3ZNhFhshMLjGQraO4pvpDR,Night Falls,0.627,0.921,-4.859,0.189,0.0315,3.37e-06,0.0699,0.392,170.028
6TeJ52WYcJT92bO95BY17u,Halloween,0.223,0.91,-7.097,0.08,0.0116,0.000518,0.212,0.364,171.75
6Kd4iGylMjrpr1xVbuYKVw,the 27 club,0.523,0.662,-6.923,0.141,0.51,0.000198,0.653,0.542,101.207
46fURCnWErjFdNM2yBJ2c8,永不失聯的愛,0.289,0.43,-6.818,0.0332,0.624,0.0,0.101,0.531,169.511
2Db4RDun4YmjGcypDB8Av3,Let Me Love You,0.475,0.715,-5.371,0.058,0.0863,2.67e-05,0.135,0.159,199.892
7f9PFz2XCYECXLV0rARvwU,Hello? - Pantomiman Remix,0.736,0.803,-6.93,0.0531,6.18e-05,0.802,0.375,0.185,146.985
36rNyBl6nXW7Kx9DYua3XT,1000 Man Dronken,0.806,0.864,-5.106,0.151,0.0795,0.000244,0.0473,0.901,149.96
2JK2XwhCns1EnC4zT3falc,Showing Love,0.87,0.636,-10.163,0.0974,0.00697,0.00232,0.2,0.726,147.065
0XtWpvgfM8ImPG5Y6a9te3,Cocaine Avalanche,0.334,0.959,-3.975,0.317,0.00221,1.19e-05,0.333,0.106,132.549
1dvlY1iYFNgO7SFWRGHB3x,Pegao,0.792,0.804,-4.752,0.259,0.537,0.0,0.342,0.807,96.041
0UWhu1zY8gsXQLbZViVkF3,Se Me Rompe el Alma,0.51,0.875,-5.003,0.0616,0.347,5.16e-05,0.0189,0.758,95.692
20vvixeUnO9OcQh9gqIhc5,Maximus - Technical Itch Remix,0.379,0.939,-5.762,0.0878,0.00291,0.8,0.365,0.0819,171.877
3jX7WFixnEvO2EMYcbE5ut,"Second Suite in F Major, Op. 28 No. 2, H. 106: II. Song Without Words ""I'll Love My Love""",0.171,0.0115,-26.859,0.0461,0.993,0.943,0.0832,0.0712,62.911
3e95Yjkzhw8oR2pR1BPQpI,The Secret Of Christmas,0.258,0.175,-11.903,0.0323,0.939,0.000156,0.136,0.107,89.072
7qv5uwCfPLt18OcGQSHmi1,Man of the World,0.456,0.469,-7.838,0.0339,0.143,0.936,0.212,0.106,120.045
3Icm34joOyDhzBoyaqthtK,Alô,0.81,0.701,-4.531,0.033,0.544,0.0,0.152,0.695,127.994
2mEHyRXGIPArlWSDkIqujW,days,0.811,0.499,-9.37,0.0589,0.255,0.00478,0.189,0.373,144.028
76ISgVglOIcgBYjK1fxmu4,Rockin' Chair Money,0.448,0.274,-12.146,0.032,0.953,0.0,0.615,0.592,162.698
6qO260PuQGnxCQ4SRrSi6M,Touched by Love,0.153,0.0555,-19.488,0.0351,0.978,0.953,0.121,0.0618,71.912
1xMkTSgZIZAnsu6a5yqudq,The Hell You Made,0.415,0.972,-5.446,0.0716,0.00448,0.146,0.339,0.588,169.981
0h2ZSu1j6YFsGj85eSyrI4,Ground Shake,0.63,0.984,-2.187,0.0658,0.000666,0.00804,0.163,0.214,145.074
5KxtwVS3jtbL5A51497yKs,Disinformation Age,0.133,0.856,-13.406,0.0974,5.89e-06,0.933,0.108,0.336,178.442
3qk4wRMDlaeagZGjSYbsOV,Sober,0.558,0.766,-5.953,0.231,0.263,0.0,0.32,0.182,96.281
7ujmpF0vCLlFJJBPmiFXQR,Christmas Time,0.503,0.582,-4.324,0.0253,0.472,0.0,0.103,0.326,77.321
6ysshFBw6i9g5kTwzZrYG7,Where You Are,0.51,0.684,-8.953,0.0394,0.541,0.0,0.156,0.564,158.056
4r9qyANhnnv7q2ENG2ggre,Sail Away (feat. Jay Mason),0.308,0.727,-4.815,0.0475,0.0179,0.0,0.417,0.282,150.059
0gmV4mbtJsmveGlVAdLGho,"Oj, rucheek, rucheek (A Brook): Rucheek (A Brook)",0.36,0.815,-12.779,0.146,0.46,0.0,0.365,0.439,122.176
5p9IGH0xpbhJI9d8YWJe47,Sweets for My Sweet,0.772,0.81,-7.602,0.0322,0.687,2.42e-06,0.097,0.971,119.883
17ierdILmXjF0ylXJilXS7,396 Hz Destruye Bloqueos Inconscientes,0.166,0.00892,-32.364,0.0514,0.988,0.955,0.0918,0.0929,130.205
7pxbZ29k1LJXvOdd2e5Bdn,Shotgun,0.806,0.263,-10.43,0.0502,0.787,0.0,0.182,0.868,115.854
78Y5gncYyYy9z1fEHRECBu,0 (Remixed by world's end girlfriend),0.331,0.597,-9.267,0.106,0.831,0.204,0.119,0.198,112.511
7wiULYwv85WeChygucbpTF,Careless Whisper,0.698,0.389,-6.246,0.0321,0.885,0.0,0.136,0.704,76.897
2NaxRs7pLcqhyQg5HMU7sm,Emancipación - Instrumental,0.621,0.221,-12.15,0.0658,0.875,0.009,0.0851,0.532,119.132
6DfESv6z9PPLo1RhbzlVIb,All We Needed,0.482,0.789,-5.945,0.0486,0.00577,0.00173,0.11,0.263,149.991
5wsET7UzdeLwvTkAkVytut,Infinity,0.467,0.981,-3.37,0.0485,0.0053,0.898,0.222,0.609,149.955
58dSdjfEYNSxte1aNVxuNf,Easy,0.722,0.282,-7.484,0.106,0.373,0.00557,0.147,0.217,91.367
1TRnIxwWeJoE6MVimzjw2w,4:22,0.771,0.727,-4.285,0.0416,0.0205,4.54e-06,0.291,0.649,104.035
2kk8L2MStsZ0tYLPkDrL64,地球号,0.714,0.879,-4.605,0.0542,0.00914,6.78e-06,0.106,0.752,110.036
7zRmGvtSy36Jr19U5OInJT,Yellow Submarine - Remastered 2015,0.66,0.557,-9.597,0.03,0.158,0.0,0.543,0.788,110.743
7fpvwvVR2zhNaWUAUDXznF,Melhor Lugar: Sessão Acústica,0.335,0.298,-12.329,0.0328,0.859,0.00183,0.109,0.105,126.957
6RYEaMxLgyopcSMR98exqu,Que Estes Presente,0.461,0.706,-5.863,0.103,0.536,1.1e-06,0.0506,0.842,163.691
5lORa4H99zsSobiyanlsgk,Fly,0.237,0.161,-12.265,0.0326,0.778,0.00358,0.182,0.0812,104.997
2Wew8zqBUtIXwZnxpIHdSf,還願,0.502,0.202,-12.303,0.0347,0.359,0.0216,0.167,0.158,109.111
2vfZqjFC0QsRMewYWAiY9Y,Lágrimas e chuva,0.706,0.8,-9.421,0.0516,0.0332,0.037,0.0488,0.725,122.396
6Zz5CiVpQk2Fz2nV8m3YQm,Angela,0.668,0.563,-8.23,0.0305,0.649,0.000347,0.11,0.289,130.366
6rsbsdiGDrYvhbb1K7ziTL,Guren no Yumiya Tv Size Ver.,0.494,0.91,-6.016,0.0479,0.561,1.13e-06,0.107,0.507,90.447
0HT6xI2MTQ7qk4yNA1IZUd,"How Far I'll Go - From ""Moana""/Soundtrack Version",0.537,0.307,-10.967,0.0545,0.649,0.0,0.177,0.114,83.632
4ahdel2ygLNWN47cDexfwt,You Make It Worse,0.808,0.462,-11.588,0.0622,0.444,0.0,0.111,0.393,105.042
1uwjBrZMmwBwTaFBUykRYf,Tortured Souls,0.241,0.657,-10.225,0.0826,0.000458,0.7,0.49,0.19,118.585
1UTdSl8RRxiYSfv9v0tdhL,Voy Subiendo,0.75,0.916,-4.773,0.214,0.0566,0.000458,0.175,0.505,92.004
3Ws4h8IcE1VJHWebd1Awjo,Socially Inept,0.186,0.573,-19.173,0.192,0.496,0.896,0.102,0.0731,90.056
2fU4JsAoRiOam2azK907yb,Superstition - Single Version,0.637,0.745,-8.607,0.0748,0.0173,0.000554,0.0372,0.859,100.384
0ClmF8tkpuySXLJHspUoKT,Camisa 10 joga bola até na chuva (Bomba Sonica),0.591,0.944,-3.993,0.0585,0.128,0.0,0.0891,0.96,91.991
3r9m79pHykbs4FrCXlq1oO,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",0.585,0.714,-4.117,0.116,0.25,0.0,0.0556,0.227,103.051
42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,0.64,0.864,-6.576,0.0314,0.00832,0.0,0.123,0.701,102.026
2ssl3oeVptDKx5PY59Sbm2,Teardrops,0.877,0.808,-7.502,0.0401,0.0426,0.248,0.119,0.966,133.237
7FCywPUtOExT6UHSOWjTDg,In Shrouds Decayed,0.487,0.456,-7.037,0.0349,0.00663,0.00962,0.119,0.037,118.035
3WYAOSW2hvfr07Ww4xLrn1,Given Up,0.642,0.873,-4.68,0.0449,0.00119,0.000142,0.0432,0.923,100.056
3thIARBf9vzQXQYuaOf8Wd,Chitthi,0.729,0.52,-6.586,0.0258,0.562,0.000893,0.101,0.458,114.973
2uJX5IvgQ95pabLdVXz7oK,Onde Esta O Mundo Bom? (Living L.A.),0.55,0.992,-3.154,0.0589,0.0209,0.000511,0.29,0.666,112.11
3fn5nVOqcpE92sl6XBlT3O,Rubai 1 To 5,0.358,0.149,-19.512,0.0399,0.777,0.00711,0.11,0.113,131.267
43YkTTlOD203o9E5ZxhUjF,"Main Dhoondne Ko Zamaane Mein (From ""Heartless"")",0.329,0.45,-6.312,0.0405,0.594,0.0,0.13,0.284,80.095
3dApO0DoZinSPrKKPhoKuz,Liar (with OST),0.49,0.964,-0.332,0.31,0.0292,0.0,0.168,0.416,127.886
5KnqauuLF6qyZA9RzfeKxG,The Drummer,0.536,0.894,-5.687,0.0479,0.00596,0.0168,0.118,0.784,174.899
6gPHZwi0wYGSMoM0GqwNlq,Resurgence - Radio Edit,0.464,0.963,-7.409,0.0715,0.000128,0.946,0.0463,0.0938,139.975
0RphKXkhRYBkPDA0SkG5U7,Run Rudolph Run,0.647,0.876,-5.662,0.185,0.881,3.59e-05,0.26,0.949,151.925
0d1ujEcFwTqA4kWliTSJim,Don't You Hold Me Down,0.773,0.839,-4.046,0.0566,0.0276,0.00797,0.132,0.303,123.975
5BxuWOcIdQjkmy8chfp6ro,Vas a Crecer,0.767,0.738,-4.351,0.0699,0.522,0.0,0.123,0.851,150.088
7A0XZq9rccytABbI2jkg89,Ich bau mir eine Höhle,0.704,0.227,-11.239,0.0278,0.812,0.0,0.122,0.469,106.779
5GQu9ALTmhmLggqUb9HTL8,DROGEN,0.583,0.405,-8.134,0.0652,0.908,2.49e-05,0.111,0.185,143.555
2XqqXmfYKFC8z4tj4BXx2q,Silver Light,0.448,0.477,-5.681,0.0316,0.185,0.0187,0.133,0.28,122.997
0W41SRfxknKwHBc2oaYcAQ,Riptide,0.621,0.847,-6.108,0.278,0.0584,1.11e-06,0.109,0.373,101.996
0PKmDncVOiNQLO6D1P6PXi,I Won't Say (I'm In Love),0.684,0.481,-10.305,0.0391,0.228,0.0,0.157,0.48,121.208
1EuQFujqMzy76oZZ7R2xNO,Pahadon Mein,0.776,0.477,-10.049,0.0308,0.592,0.000184,0.105,0.774,115.008
51vJbrlUiPKGDDdySbJeTf,Herzalarm,0.635,0.932,-6.141,0.0468,0.0176,0.000234,0.0375,0.539,165.992
7AOlhO09yFC6WvbPSj2qv1,I Saw Mommy Kissing Santa Claus,0.629,0.56,-11.455,0.0523,0.595,0.0,0.182,0.88,118.895
2umqe74ItZBWCdChsHtXjQ,U & Me,0.563,0.837,-5.025,0.0457,0.0128,0.00922,0.0401,0.631,88.02
1FXVsxDeXfh94AZw9eqtP0,Akkamage,0.929,0.76,-11.062,0.114,0.522,0.0,0.061,0.782,112.216
4CyfoJZdIKGXBMIpVCX13X,Eyes Of Sarahjane,0.552,0.717,-4.059,0.0328,0.00691,2.23e-06,0.0809,0.397,122.559
1YenEQ5vZytH31jdDlnXYu,The Behemoth,0.489,0.87,-8.622,0.06,0.0763,0.917,0.12,0.109,120.059
1U3GdQLdncM09zLxAZr75a,Cuartito Azul - Remastered,0.554,0.296,-9.12,0.048,0.873,0.000647,0.0694,0.718,131.227
15ocCvf4JiWCna8AGCrdyH,Hichkiyaa,0.508,0.101,-18.458,0.0506,0.682,0.0,0.0887,0.122,127.548
3OJ9kFQsKJxyx4aqFXZuHr,Cumbia del Olvido,0.523,0.898,-6.235,0.13,0.0742,0.0,0.862,0.608,103.008
5nbn3xXBswzfJ7bMOOG5zk,Sundress,0.644,0.545,-7.448,0.442,0.514,0.864,0.116,0.571,152.399
33IPzl4qNKrI4UsLVemh5U,484,0.653,0.912,-5.379,0.103,0.000538,1.36e-05,0.318,0.341,105.044
0IOeTm4kj6ONgNRWnFQokD,Happy Holiday,0.369,0.499,-9.301,0.0448,0.829,1.75e-06,0.154,0.69,192.76
0HifRAxIjuvd7XBJEviQOK,Era de Aquarius,0.895,0.516,-7.075,0.294,0.548,0.0,0.19,0.783,136.076
2KyeRuRvBxIzmUHM7ETkOf,Tempted to Touch,0.878,0.578,-7.572,0.0467,0.231,0.0,0.0821,0.961,105.987
5HPLMMGVhXPd6QRHc6PHeD,Hominids,0.169,0.0536,-25.27,0.058,0.98,0.854,0.105,0.143,74.997
3L3R5s3kaz3heUdPQijWtA,Frisson,0.586,0.56,-9.962,0.028,0.575,0.000209,0.082,0.426,128.224
5OOPYQor9kRh18B73f2Vci,GATÚBELA,0.627,0.858,-2.824,0.386,0.263,0.0,0.21,0.342,92.523
2XBeLxyxT0dOnMtUUAOzUG,Big Fun 2017 (Mix Cut),0.643,0.967,-4.052,0.0371,0.000437,0.242,0.0389,0.828,121.99
3RPbT6nXH5Vn5Ui7Gowh8d,Sapato 36,0.369,0.5,-11.338,0.0422,0.0223,0.0,0.083,0.56,173.498
5eZrW59C3UgBhkqNlowEID,Carry That Weight - Remastered 2009,0.543,0.458,-8.976,0.0274,0.226,0.00663,0.298,0.704,84.319
6POwzpncp2Rn2M7n8sPTGW,Mente Louca,0.887,0.42,-11.553,0.0862,0.259,7.46e-06,0.101,0.093,130.026
05XIM6kQUjekdVxEjNvc1U,"T-Shirt, Ripped Jeans",0.958,0.538,-7.276,0.167,0.408,0.0,0.106,0.565,106.061
427VV6oe3I7lKyGlkZPWuf,Feitiço Matador,0.861,0.629,-8.4,0.0329,0.492,0.0,0.0426,0.962,107.98
62UEqfAXpFJOLC66EqM7ji,In My Mind,0.654,0.382,-11.8,0.0545,0.737,0.00041,0.356,0.289,135.93
7kbvMr9iDzYP7KH6apVFSA,Kimimaru,0.501,0.496,-7.5,0.121,0.384,0.694,0.191,0.575,167.977
6Bc5p9BJM9YPS9sZNaBp9V,XOXO,0.803,0.423,-12.437,0.104,0.395,0.939,0.0928,0.469,155.994
5tJqtSvAfTJkMrV4Wst4Le,100 words,0.518,0.44,-14.536,0.034,0.888,0.457,0.111,0.575,76.154
2w6M3ukTNm1U8JVHjLSJVI,HISTORY,0.674,0.86,-3.318,0.0369,0.155,3.21e-06,0.359,0.771,122.975
3AbVyubuGkJPbh3gTjWryp,Time passing Bell - 2021 Remastered,0.618,0.492,-9.716,0.173,0.693,3.8e-05,0.116,0.171,115.091
1ucG7WvccotikvUESNba5n,Under Pressure,0.529,0.897,-5.945,0.0586,0.0014,0.0,0.19,0.285,125.003
0lw9uF9EXHY06DtbTWa2l9,Bloom,0.599,0.565,-6.304,0.0265,0.227,4.32e-05,0.0984,0.142,134.125
05K9S4Tbxaj7mKiZyHtjFl,(Dance with the) Guitar Man,0.688,0.925,-6.69,0.0395,0.732,0.00131,0.136,0.932,137.193
6UPkgLF8SfiVmVGy5RYvIc,Frosty The Snowman,0.579,0.502,-7.57,0.0513,0.733,0.0,0.281,0.836,76.783
7jjDw6alw2XkyTKvdWZtYE,僕は君の答えになりたいな,0.37,0.657,-4.248,0.0296,0.306,0.0,0.156,0.662,169.958
5LSdAXb9gpEFt4g4sEhQl3,Kill a Politician,0.432,0.995,-3.887,0.248,0.000611,0.458,0.109,0.156,97.191
3nvWvHRoqCGsfGLApJtS5M,Beija Aqui (feat. Thiaguinho) - Ao Vivo,0.561,0.852,-4.715,0.0772,0.587,0.0,0.957,0.676,169.902
1Uk1h5QunOruEzfSanKyVw,No Sleep,0.574,0.819,-4.763,0.0302,0.00311,3.33e-05,0.133,0.61,92.905
6gkalIxm5qlgweLkYdbdlF,Der hellste Stern (Böhmischer Traum) - Silverjam Mix,0.575,0.957,-2.758,0.0826,0.00328,0.0,0.158,0.929,126.056
68AJgDAbi9ry1ZVc9eh7ll,Psycho Killer,0.721,0.521,-8.123,0.0612,0.0707,0.00552,0.127,0.942,123.118
7onU54swU5qTb4HheZdgrR,Another Suitcase In Another Hall - Original Cast Recording/1979,0.463,0.159,-18.907,0.0409,0.851,4.01e-06,0.106,0.287,120.132
4sOX1nhpKwFWPvoMMExi3q,Primadonna,0.66,0.689,-2.671,0.0337,0.0884,0.0,0.0922,0.427,127.98
107K6xieSp2ihzoA2vTv2q,Can't Find My Way Home,0.561,0.257,-17.417,0.0343,0.858,0.00185,0.0949,0.579,88.276
7eUZu9C4NSLbD9mRlSpvYu,Bahay Kubo,0.483,0.265,-8.72,0.0378,0.976,2.68e-06,0.129,0.445,119.583
6ym5ZwHzAHnQYfYu1HyWNE,Metal Claws,0.163,0.322,-16.863,0.0537,0.115,0.935,0.0594,0.0591,88.513
5Kk8wGSSAhR4EXolQW0nf7,Eine Reise ins Licht,0.641,0.617,-10.513,0.0292,0.285,0.0,0.152,0.779,119.559
2uC3M3PaeWrBPdorJaKLSm,Smothered,0.299,0.842,-8.981,0.111,1.16e-05,0.691,0.0742,0.469,111.323
3NHKBTcJfWswFEP48IoPTO,Execution,0.706,0.995,-2.563,0.323,0.29,0.0107,0.09,0.119,155.085
1vv7h64yOLrdfHuTzfv9gI,Gelato,0.812,0.573,-10.034,0.26,0.342,2.6e-06,0.0922,0.591,93.015
0UkCbvs8IqloZmWZmCce4S,愛してやまない音楽を,0.439,0.825,-4.834,0.0571,0.112,0.0,0.274,0.822,103.58
34zHNfI9XDe9esgbzA6PjP,ベースマン,0.434,0.888,-3.836,0.0489,0.0901,0.0,0.0891,0.735,102.091
68Gs44rsSBAtN0Z1NaBSuZ,Nie mehr ohne Engel,0.752,0.816,-7.685,0.0265,0.0344,0.0,0.4,0.908,125.942
2w1rG2MPE4vF77znvevuz5,Who Do You Love,0.537,0.964,-2.677,0.0552,0.018,0.00138,0.16,0.509,125.992
1kvq7ksGQWSyRysYYNd6lu,Home Sweet Home,0.397,0.776,-6.339,0.0381,0.0983,4.09e-06,0.189,0.127,76.301
5uMkdWf1H6JEcpcdnPOSZM,你是你本身的傳奇,0.663,0.42,-7.465,0.0301,0.831,0.0,0.0822,0.427,129.786
3EQi86PyyvhCsoD4fnGCwQ,Failures Burden,0.0749,0.821,-4.507,0.052,5.4e-06,0.503,0.134,0.235,80.776
5ivhfpfnoHhD8rUI2t3aJG,IGNITE,0.414,0.972,-2.41,0.258,0.00721,0.0,0.3,0.395,170.957
2p85yz1wSKxf5wK4F2htsO,Dionysus,0.388,0.907,-6.006,0.0656,9.64e-06,0.749,0.116,0.184,136.083
5P1tKRDdj7gJEFuqtKYJPA,The Bluest Blues,0.299,0.478,-6.205,0.0268,0.501,0.293,0.0781,0.239,149.748
63ouuqcOIeU5uOaGEJMy2B,Itch,0.253,0.791,-4.889,0.0447,0.0119,0.0,0.0957,0.0808,159.916
2x70dGJLC0mMQYBfl9qweR,Hexx - Live at the Royal Opera,0.252,0.703,-8.396,0.0467,0.0358,0.0779,0.712,0.0689,176.088
3aPC70iegVoD7S4v0Ma3rk,Little Saint Nick - 1991 Remix,0.602,0.553,-9.336,0.0328,0.108,0.0,0.0512,0.971,130.594
69LsOTlcKFAlH2QDkEEhmO,White,0.537,0.674,-5.32,0.0284,0.426,0.0,0.128,0.329,92.049
33SH8ZC36EzoRstHbaFE72,Closer,0.694,0.471,-8.62,0.0281,0.411,0.0,0.233,0.466,95.003
055xoYPMw5bQYFxlbBZ123,Ромашка белая,0.763,0.624,-5.441,0.0294,0.599,0.0,0.323,0.883,109.994
6pNVaFHQqN8enURB2dcVxr,Floating Through The Vein,0.331,0.987,-4.573,0.142,8.63e-05,0.165,0.0658,0.181,106.604
3CJZhC38mzhcJKli018fil,Heat Waves,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87
2zQru5X2fXa3oPjAt9vkSx,Sweet Maria,0.447,0.25,-11.624,0.0324,0.734,0.000928,0.307,0.115,132.187
68kmDSWrnHoV5jfgJblUK3,Mad World - Classical Guitar Version,0.428,0.297,-10.156,0.0452,0.948,0.928,0.119,0.281,97.345
